날짜,리뷰
2021.11.19,"여자친구 선물로 사줬는데
너무 좋아하네요
수납공간도 넓고 태블릿이나 노트북 들어가도 무리 없을 사이즈입니다."
2021.11.14,수납공간 넉넉하고 가방 이뻐요 낫베드임 에어팟 고리 없음
2021.10.25,"칼하트 가방이 핏이 좋고 핏도 예뻐서, 강추강추합니다"
2021.10.22,생각보다 엄청크지않아서 좋았습니다 모양이 예뻐요
2021.10.21,진짜 이뻐요 고민하지말고 사세요 백팩은 칼하트입니다!!
2021.10.18,"수납력도 진짜 좋아요 밑창은 좀 약한데
밑창 빼고 다 튼튼해요"
2021.09.28,동생한테 사줬는데 괜찮아보이네요 튼튼하고 예쁩니다
2021.09.25,"너무 작을까 걱정했는데 그렇게 작지는 않아요.
적당한거 같아요"
2021.09.17,스타일링이 너무 좋고 이뻐서 항상 사용합니다 좋아요
2021.09.16,너무 예쁘고 마음에 듭니다 잘 사용하고 있습니다
2021.08.12,가방끈 줄이고 늘리는게 엄청 빡빡하긴 한데 수납력 좋고 너무 이쁩니다 만족!
2021.08.10,가방 밑 면에 가죽처리 돼있어 모양 잘 잡힙니다 주머니 많아서 편해요
2021.06.23,이뻐서 오래동안 잘 쓸것같아요. 추천드리고싶어요
2021.06.08,칼하트 심플하니 너무 이쁘고 수납공간이 꽤 있어서 좋네요
2021.06.04,처음엔 좀 작아서 많이 아쉬웠는데 그냥저냥 나쁘지 않게 잘 매고다닙니다
2021.04.08,"생각 보다 약간 작은듯? 했지만
그래도 많이 넣고 다닐 생각은 아니라
괜찮은거 같습니다
할인가로 사는게 적당한것 같아요!"
2021.03.31,이쁩니다. 책이 아직 안들어가서 폼이 죽어있는데 좀 넣고 다니면 이쁠것 같네요
2021.03.23,가방이 크다고 들었는데 생각보다 가벼워요! 본체부분이랑 어깨끈부분? 박음질이 너무 튼튼해보여서 이거 하나만 믿고 샀습니다
2021.02.26,크기가 적당 해서 학원가방으로 잘사용하고 있어요
2021.02.25,편한데 예쁘기까지함 수납 공간 낭낭하고 좋아요
2021.02.20,"캐주얼한 룩에 아주 잘어울리는 가방인것 같아요!
대학생 같아보이고 좋습니다 ㅎㅎ"
2021.02.02,아기자기하고 이뿌네요 크기가 생각보다 작긴해요
2021.01.22,뜯었을때 별로 안 커서 후회했는데 메보니까 등딱지 같아요
2021.01.20,튼튼하고 모양 예쁘고 수납 넉넉합니다 아주 마음에 들어요 가방 장만하고 시펐는데 잘산 것 같아요
2020.12.05,안에 생각보다 넉넉하고 사진이랑 느낌 똑같습니다.
2020.12.03,제가 생각한 것보단 작네요 근데 무난무난하니 예쁨 책가방으로는 적당한 것 같아요 스트릿 캐주얼 이런 스타일이랑 잘 어울릴듯
2020.12.02,"디자인 진짜 예쁘네요
커버낫 사려다가 이거샀는데 잘산거같아요..."
2020.11.26,적당히 수납공간도 있고 괜찮은 것 같아요 낫밷인듯!
2022.04.03,"넘예뿌단!!!!!!글구 책진짜많이들어가요
근데 쫌 많이 흔함
하지만난괨찮아"
2022.03.22,칼하트 로고 이뻐요! 가방도 튼튼한것 같아요! 좋아용
2022.03.18,학교갈 때 매려고 산건데 넉넉하고 이뻐용 많이 파세요~~!~!!
2022.03.17,가방 바닥면이 가죽소재라 튼튼하고 아이패드나 노트북 따로 넣을 수 있는 공간도 있어요 가방이 커서 책이랑 소지품 많이 넣고 다닐 수 있어서 좋아요 가방 끈이 두꺼워서 어깨 안아프고 편해요
2022.03.15,가방 디자인이나 색감이나 딱 예상했던만큼이에요 굳이 한가지 단점을 뽑자면 가방무게가 좀 있다는정도?
2022.03.15,너무 색감이쁘구 재질도 좋네요 만족 또 만족합니다
2022.03.15,모든부분에서 전부 만족합니다 가격도 합리적이라고 생각해용
2022.03.13,"요즘 나오는 가방들보단 조금 작은 느낌이 있어요
그래도 무난하니 예뻐요"
2022.03.13,생각보다 많이 들어갑니다 근데 생각보다 흔해서 길 가다가 한 명쯤은 이 가방 매고있음
2022.03.12,너무 예쁘고 좋습니다~ 적극추천해요!! 가격만큼하는 것 같아요
2022.03.11,크기도 좋고 디자인도 심플하고 그냥 무난한 백팩이 사고 싶으면 딱인거 같아요
2022.03.10,가방 밑창 야무진 재질이라 좋구요 수납공간이 넓어서 가장 좋네요
2022.03.08,딱원하던 크기에 수납공간이었어요 조금 흔하지만 그만큼 무난하고 예쁜 듯
2022.03.08,역시 칼하트 백팩 넘 예쁩니다ㅎ 진짜 잘 쓰구 있어요. 짱
2022.03.07,딱 적당한 스탠다드 핏의 백팩 이에여 생각보다 많이 들어갑니다
2022.03.06,학교다니며 매고 다니기 편하고 가벼워 좋습니다
2022.03.06,학교 가방으로 적당한 사이즈이고 가볍고 예뻐요
2022.03.05,학교 가방으로 샀는데 수납공간이 알차서 좋아용
2022.03.05,"처음 받았을때는 너무 무난한가 고민했는데
물건을 넣어보고 가방을 착용해보니 가볍고, 무난해서 아무옷에는 잘 어울리고 마음에 듭니다"
2022.03.05,클래식한 기본 가방. 고등학교 입학 선물로 받았는데 탄탄해서 돌바닥에 문대지 않는 이상 3년 동안 문제 없을 것 같네요. 특히 앞 주머니 칸이 잘 나눠져있어서 좋아씀 ㅎㅎ
2022.03.04,생각보다 공간도 널널하고 색도 괜찮고 상당히 만족합니다!
2022.03.04,생각보다?? 크기는 적당했고 칼하트 로고가?? 너무 귀여워서 맘에 들어용 학교보단 학원가방으로 추천드려요!!
2022.03.02,다 큰 남성이 들고다니기에는 조금 작은거같아요
2022.03.02,제질도 튼튼해보이고 수납도 적당합니다. 심플해요
2022.03.01,입학해서 구매했는데 품질 좋고 사이즈도 적당해서 좋아요
2022.02.28,수납공간이 예상보다 다양해서 좋네요 완전추천드립니다
2022.02.27,"밑바닥이 가죽이라 이염/오염에 강할 것 같다는 기대감이 듦,, 앞판에 붙어 있는 포켓 두 개는 첨엔 어색해보였는데 막상 써보니 짱 편함!! 용도별로 소지품을 나눠 넣을 수 있어서 잘 쓰는 중 키키"
2022.02.26,보자마자 마음에 들어서 샀는데 너무 이뻐요! 공간분리도 잘 되어있고 디자인 예쁘네요
2022.02.26,"디자인이 심플하고 수납도 용이하고
가볍고 편리할것같아요"
2022.02.26,칼하트 가방 처음 사는데 크기 적당하고 막 들고 다니기에 좋을 것 같아요
2022.02.26,칼하트 백팩 심플하게 이뻐보여서 샀는데 사이즈가 좀 작아서 아쉽네요
2022.02.24,딱 막 들고다니기 좋은 가방인 것 같아요 넣을 공간 많아서 좋네요 끈 조절이 좀 힘듦
2022.02.24,수납 공간도 넉넉하고 잘 쓸 것 같아요! 너무 이뻐요 ㅎㅎ
2022.02.23,"수납공간이 넉넉해서 학생들기 딱이네요, 중학생 아들이 좋아하네요"
2022.02.23,가방이 되게 컴팩트하고 이뻐요 디자인더 심플하고 너무 좋아요
2022.02.23,늦은 후기지만 배송오고부터 매일 매는 가방 중 하나랍니다 너무 예쁘고 수납공간도 널널하요
2022.02.23,"심플하니 예뻐용
수납공간이 그렇게 많진 않은데 걍 무난하게 들기 편해요"
2022.02.23,유행 안 타고 딱 좋을 것 같아요 너무 맘에 들고 가방 되게 험하게 다루는 편이라 그냥 학교나 학원에서도 막 바닥에 두는데 밑에는 가죽?으로 되어있어서 되게 튼튼하게 잘 쓸 것 같아요 옆에 매쉬망도 되게 깊어서 좋아요 교과서 11권 넣었는데도 2~3권은 더 넣어도 될 것 같아요 많이 파세여><
2022.02.22,가방을 받고 봤는데 이뻐서 괜찮았고 수납공간도 많아서 좋아요
2022.02.22,"올해 새학기에 멜 백팩으로 샀는데 가볍고, 배송도 빠르고, 좋네요 ㅎㅎ"
2022.02.22,"대학생 가방으로 구매했어요!
노트북 수납공간에 그램16도 들어가요!!
근데 파우치를 넣고는 좀 부족할수도있을거같기도해요..! 파우치는 아직 없어서 모르겠네요 ㅠㅠ
수납도 적당한거같아요
밑에 판? 같은건없지만 가죽이라 괜찮은거같아요
궁금하신거 물어보세용..!"
2022.02.22,수납공간도 넉넉하고 크기도 적당해서 쓰기 좋아요
2022.02.22,생각보다 사이즈가 적당ㄱ하고 노트북 하나 들어갈 정도입니다
2022.02.22,작다는 말이 많아서 걱정했는데 원래 쓰던 가방이랑 비슷한 크기라 전 만족했어요 수납공간은 교과서 다 넣을 수 있고 문제집도 넉넉하게 들어가요 새학기 가방으로 잘 쓸게요!
2022.02.22,"크기가 넘 부담스럽게 크지 않아서 좋아요
안에 수납 공간도 꽤 넉넉해요"
2022.02.20,"디자인이 심플해서 좋아요
15.6인치 크기의 노트북이 잘 들어갈까 걱정했는데 잘 들어가네요 ??"
2022.02.20,제것만 그런지 모르겠는데 마감상태가 영... ㅜㅜ 디자인만 보면 무난했어요
2022.02.19,심플하면서도 평상시에도 차고 다니기도 좋아요
2022.02.19,"가방 좋아요 ! 수납공간 짱 많고
아이패드나 노트북 넣을수있는 공간 따로있어서 좋아여 ㅎ 양옆에 포켓도 유용하고
아주 잘매고 다니고 있어요 책 많이들어가고 좋습니다 ㅎㅎ"
2022.02.18,수납공간도 많고 가벼워서 이것저것 넣고 다닐 때 유용할 것 같아요 제 몸에도 잘 맞네요
2022.02.17,클 줄 알았는데 조금 작아요 그래도 그냥 쓰려구요
2022.02.14,사이즈도 좋고 튼튼해보여요.생각보다가벼워요
2022.02.13,튼튼해서 좋고 노트북이 들어가서 좋다. 그리고 색깔이 매우 예쁘고 클래식하다.
2022.02.10,생각보다 수납공간에 많아요! 그리고 책도 와방 많이 들어갑니당
2022.02.09,딸아이가 졸업/입학 선물했는대 좋아하고 만족하내요.
2022.02.09,생각보다는 수납공간이 많지 않네요 그냥 딱 간결하게 있을것만 있는 느낌? 그래도 기본 책가방으로 예뻐요 크기도 적당하고
2022.02.07,마음에 들어요 잘 착용하고 다닐거 같아요 사이즈 적당 합니다.
2022.02.07,믿고사는 칼하트 5년은 거뜬할거같은내구성이에요
2022.02.06,생각보다 작아요 그래도 물건 많이들어가서 좋아요
2022.02.05,예뻐요!! 무난해서 오래 쓸 수 있을 것 같구 튼튼해보여용
2022.02.05,칼하트 백팩이 디자인도 괜찮고 안에 공간도 넓어서 좋아요!
2022.02.05,가방이 생각보다 크지 않지만 예뻐서 맘에 드네요
2022.02.05,생각했던것보다 작네용 ㅋㅋ 책 많이 넣고 다니는 학생분이시라면 비추..!! 디자인은 예뻐요??
2022.02.04,가방 가볍네요 100프로는 아니지만 가격 착하고 학생가방으론 부족하진않아요 3년동안 잘 써보겠습니다 완전 튼튼해보이진 않아 좀 아쉽네요
2022.02.03,가방 자체에 포인트가 없어서 오히려 좋았어요 자기가 꾸미기 나름대로 사용할 수 있을 것같아요
2022.01.29,가방 크기도 적당하고 역시 가방은 칼하트네용 자주쓸거같애요
2022.01.29,수납공간도 많고 널널해서 좋아요 아쉬운점이 있다면 위아래로 좀 긴것같은 느낌?
2022.01.27,노트북이랑 아이패드 넣을 공간도 있고 물병도 넣을 수 있어요!! 수납 짱이에요
2022.01.22,폭이 넓어서 많이 들어갑니다. 수납할 공간도 다양하게 있어서 유용해요.
2022.01.22,사이즈는 남자한테는 딱 맞고 여자한테는 조금 큰 정도로 재질 자체가 약간 무게감있어요.
2022.01.15,가방이 사진에 비해서 납작한데 공간도 넉넉하고 좋아요
2022.01.11,정말 무난무난한 아이템입미다 하지만 제꺼는 불량인지 하얀실밥이 보이네요
2022.01.05,크기도 적당하고 가방이 가벼워요~! 그리고 유행안타는 모양이라 들기 좋아요
2022.01.02,"튼튼하고 이뻐요
학교 책가방 용으로 샀는데 노트북이랑 책들 정도는 다 들어갑니다"
2021.12.30,오빠 선물로 사줬는데 만족해하는 거 같네요! 무난하게 선물하기 좋아요
2021.12.28,생각보다 작은감이 있었는데 제품 자체는 만족스러워요
2021.12.26,디자인 예뻐서 잘 사용할것 같습니다~ 유니크한데 깔끔해서 좋아요
2021.12.24,"역시 칼하트 이쁘네요ㅋ
수납공간갠툰하구요.
다만 노트북을 15.6인치를 넣어보니까 조금 끼는거같지만잘 들어가긴합니다 참고하세엉"
2021.12.15,오래 고민하다 고른 가방인데 무난하게 매기 좋아 만족합니다
2021.12.13,가방이 너무 좋아요 제질도 좋고 스타일리쉬하게 매도 좋아요
2021.12.08,생각보다 딴딴하고 좋네용 그래서 무거운 감이 없지않아 있긴 한데 예뻐서 감수 ㄱㄴ
2021.12.04,가방 사이즈 적당하고 내구도가 일단 말이 안되네요.. 수납공간도 너무 많고 좋습니다. 세미정장 캐쥬얼 아무거나 입어도 다 예쁠듯
2021.12.03,이뻐요 많이파세요♥이뻐요 많이파세요♥이뻐요 많이파세요♥이뻐요 많이파세요♥이뻐요 많이파세요♥이뻐요 많이파세요♥
2021.12.01,15인치 노트북 충분히 들어가는 크기이며 가벼워 아이가 마음에 들어합니다. 하지만 가방 바닥 지지대가 없어 약간 아쉬워요.
2021.12.01,"가방 튼튼하고 무난하게 예뻐요
가격도 적당한듯"
2021.11.30,수납 공간도 많고 탄탄해서 좋아요! 활용도 높을 것 같습니다??
2021.11.30,"색감 왜 이렇게 찍히는지 모르겠네요;
상품 페이지랑 색상 똑같습니다.
투박한 듯 하면서도 귀여워요.
주변 사람들이 다들 잘 샀대요.

예전 가방은 지퍼 칠이 벗겨져서 엄청 흉했는데 이건 칠 자체가 안 돼있는데 거기다 쇠 냄새도 안 나서 딱 좋네요.
모두 칼하트하세요!"
2021.11.14,가방 이쁘고 멋지고 괜찮아요 학교 들고가기 좋음 저렴함
2021.11.12,대학생활하면서 매고 다니는데 이쁜것 같아요. 크기도 적당해요
2021.11.03,잘매고 다니고 있어욥 매우 만족해해용!! 디자인이 예뻐용
2021.11.01,진짜 개이쁩니당ㅎ 브라운색깔이 주는 매력이 있습니다. 어느옷에 입어도 잘어울려요ㅎ
2021.10.28,수납도 은근 잘 되고 무난하게 잘 쓸 거 같아용 노트북이랑 아이패드 12.9인치 두 개 다 넣어도 거뜬함 !!
2021.10.25,가방 퀄리티가 좋고 핏도 예뻐서 강추강추합니다
2021.10.24,가방 크기 클줄알았는데 적당해서 좋습니다! 튼튼해서 오래쓸것같아요
2021.10.21,"수납공간 넉넉하고, 디자인 예쁘고, 과하지 않아서 좋습니다. 학생용 가방으로는 최고같아요"
2021.10.21,개이뻐요 진짜 레알루 이쁩니다 가방 몇년만에 사보는데 맘에 드네요 잘 메고 다닐게요ㅎㅎ
2021.10.17,큰 사이즈를 예상하고 산건데 엄청 크진 않았어요 적당한 사이즈에 적당한 수납공간이 있는 것 같아요 대학생 백팩으로 잘 쓸 것 같아요~
2021.10.12,수납도 넉넉히 들어가고 나름 모양이 잡혀있어 마음에 들어용
2021.10.09,생각보다 작아서 걱정이었는데 그래도 들어갈 공간은 많아서 좋아요
2021.10.08,수납공간 괜찮구 들고 다니기 딱 좋은거 같아요무난해요
2021.10.06,공간도 넉넉하고 크기도 적당하고 너무 예쁩니다
2021.10.01,"163 여자
가방이 질기고 단단해서 튼튼합니다 다르게 말하면 어깨쪽도 그렇고 가방 자체가 유연하지는 않아요 단단하고 고집있는 느낌이 강해요 무게감도 가벼운 편은 아닙니다
제 기준 엉덩이 조금 가리고 생각보다 가방이 길지는 않았어요 저에겐 딱 적당했습니다
수납공간이 여기저기 많아서 물건 나눠 넣기에 너무 좋고 책도 많이 들어가서 대학생들 전공교재 넣어 다니기에도 좋습니다
튼튼해서 여러 해 오랫동안 사용할 것 같아요"
2021.09.29,구매하고보니깐 생각보다 여기저기서 같은 가방 매고있는 사람들 보여서 가끔씩 민망...ㅎㅎ 칼하트에 색도 예쁘긴하지만 비교적 튀는 색이라 같은 가방메고있는게 너무 잘보여요 ㅎㅎ 그거 말곤 최고 너무 잘쓰고있어요.
2021.09.26,덩치가 큰데도 불구하고 가방이 작다고 느껴지진 않네요~
2021.09.25,깔끔하게 매고 다니기 좋아요 실물이 훨씬 예쁩니다
2021.09.23,칼하트 제품 처음 사봤는데 나름 좋았어요 무엇보다 수난공간 빵빵하고 가방이 밑잘이 가죽이라 짱짱해서 오래쓸 것 같습니당
2021.09.18,생각보단 크지않았는데 매보니까 적당하고조아용
2021.09.17,가방이 쇼핑몰 사진과 같아 너무 이뻐서 맘에 듭니다
2021.09.16,"크기도 딱좋고 수납력도 좋아서 마음에 듭니다
노트북 수납하는 공간도 있어서 편하고
가방자체도 크게 무겁지않아 좋습니다"
2021.09.16,예전부터 갖고싶었는데 드디어 샀어요! 기대한 만큼이나 역시 좋아요
2021.09.13,"진짜 대만족이에요ㅠㅠ 너무 예쁘고 처짐도 없고 수납공간 넉넉하고.. 제가 바라던.. 제가 그렇게 찾던 가방이에요...
왜 고민했나 싶어요.. 당장..... 사세요..."
2021.09.08,끈 늘리고 줄이는ㄱㅔ 너무 빡빡하긴 한데 이쁘고 수납 좋아요 작다는 느낌은 못받았어요 물건 넣음 커요!
2021.09.08,"가방도 가볍고 노트북 15,6인치도 잘 들어가는 정도로 커요 ! 수납공간도 많아서 좋습니다 ^^"
2021.09.04,좋아요ㅜ저한테는 크기도 딱 적당했고 길이도 적당했어요 다만 수납공간은 그리 많지 않아서 수납공간이 많은 가방을 선호하시는 분들께는 추천하지 않습니당
2021.08.31,가방크기도 너무 크기 않아서 좋고 수납공간도 생각보다 넓은것같아요! 잘 쓰겠습니다
2021.08.24,"가방이 생각보다 가볍고 수납공간이 많아요.
자녀 등교용으로 추천드립니다."
2021.08.23,생각보다 크기가 크고 수납공간이 많아서 좋아요
2021.08.21,"노트북 수납하기 넉넉하고 가방 밴딩도 튼튼해서 좋아요
기존에 쓰던 샤오미 노트북백팩에 비해 같은 무게라도 더 가벼운 느낌이라 출근할때 자주 들고다닐 듯 합니다"
2021.08.19,너무 좋아여 어깨도 안 아프고 핏도 너무 좋아서 좋네영
2021.08.16,아주 예뻐요 수납 공간도 많고 특히 밑판이 튼튼해요
2021.08.10,가방 밑 면에 가죽처리 돼있어 모양 잘 잡힙니다 주머니 많아서 편해요 굿굿
2021.08.10,그냥 적당한 검은색 가방을 찾고 있었는데 너무 만족해요 칼하트 로고도 귀엽고 수납공간도 넉넉합니다 :)
2021.07.15,가방 너무 이쁘고 어느옷에나 코디해도 멋있어요~~~
2021.07.07,"오래전부터 사고 싶었는데 이제야 사네요.
정말 예쁘고 얼른 매고 어딘가에 가고 싶네요!!"
2021.07.07,칼하트 로고가 선명해서 넘 좋아용 수납공간도 적당해서 자주 매고다닐 것 같아용
2021.07.04,너무 크지도 않고 적당히 커서 전공책 넣고 다니기도 좋고 노트북 넣는 공간 따로있어서 따로 파우치 없이 넣고 다닐 수 있어서 좋아요!
2021.06.27,칼하트 너무 이쁩니다 수납공간도 넉넉하고 색감도 좋네요 잘매고 다닐고 같습니다
2021.06.25,"딸 아이 선물해줬는데 마음에 들어하네요~~
고등1인데 크기도 괜찮은듯하네요~~^^* 강추합니다~"
2021.06.23,사이즈도 적당하고 이뻐서 자주 메고 다닐것 같아요
2021.06.17,"깔끔하고 조아용
유행 안 타는 디자인이라 언제든지 맬 수 있을 거 같음"
2021.06.08,가방이 이쁘고 좋아요 ㅎㅎ 완전 만족이네용ㅇ !!칼하트 너무 이뻐영
2021.06.05,가볍고 착용감 좋아요! 그리고 매우 편해요 추천이요~~~
2021.06.04,사이즈 넉넉하고 데일리로 사용하기 좋을 것 같아요
2021.04.28,실물 진짜 이쁘고 사이즈 맘에 들고 크기도 적당하니 맘에 들어요 잘 산 거 같습니다
2021.04.23,이삿짐 들고 다니냐는 소리 많이 들었는데 이건 제 별명에 딱 맞는 가방이네요 수납도 짱짱하고 아주마음에 듭니다
2021.04.18,동생 입학기념으로 사줬는데 너무 맘에들어해요!
2021.04.13,크기도 적당하고 이뻐요!! 선물로 사줬는데 너무 맘에 들어하네요 디자인 너무 귀엽더고 좋아해요
2021.04.08,사진으로 나온것보다 조금 더 어두운 갈색입니다. 바지나 신발에 비슷한 톤의 브라운컬러 매치해서 톤온톤코디하면 예뻐요
2021.04.08,"생각 보다 약간 작은듯? 했지만
그래도 많이 넣고 다닐 생각은 아니라
괜찮은거 같습니다
할인가로 사는게 적당한것 같아요!"
2021.04.07,가방도 예쁘고 들고 다니기 너무 좋아요 수납 공간도 넉넉하네요
2021.04.04,책가방에 넣을 책들이 많아서 수납공간 큰 가방이 필요했는데 수납공간 넉넉해요! 너무 이뻐요!!
2021.03.31,사진보시면 아시겠지만 튼튼하고 아주 이쁩니다!
2021.03.29,대충 학교에 매고 다닐 용으로 샀는데 수납 공간도 넉넉하고 좋네용 만족합니다
2021.03.24,"수납도 잘되고 디자인도 깔끔해서 잘 쓰고 있습니다!
노트북도 잘 들어가서 좋아요"
2021.03.20,작년부터 살려고 계속 벼르고 있었는데 드디어 사게되서 너무좋네요
2021.02.26,잘사용하고있어요 크기가적당해서학원가방으로 써요
2021.02.25,색도 너무 매력적으로 잘나왔고 실루엣도 예뻐요
2021.02.20,"생각보다 수납이 어~~ㅁ청 많진 않아요!
근데 평상시 쓰고다니기엔 너무 좋아요"
2021.02.14,생각보다 크진 않아요 약간 옆에서 보면 거북이 등껍질 같아요
2021.02.14,오래써서 자렇게 된거.. 긴 한데 너무 잘 쭈글쭈글해짐 할미 책가방이라고 불러도 될 듯 ...그래도 칼하트 로고가 귀여우니까 봐주자
2022.04.03,디자인도 심플해서 예쁘고 수납공간도 널널해서 좋아요
2022.04.02,"아주 쭈아요
가볍고 많이 들어감
진짜 많이 들어감
넣어도 넣어도 계속 들어감
근데 학교에서 똑같은 가방 맨 사람 500명 만날 수 있음"
2022.04.01,"생각보다 작았습니다.
그거 말고는 디자인도 귀엽고 자주 들고 다닙니다"
2022.03.28,수납공간도 넉넉하고 디자인도 생각보다 이쁩니다
2022.03.25,생각보다 작아서 아쉽긴하지만 쓰는데 문제는없음
2022.03.24,가방은 사진보고 선택해서 괜찮았고 바닥이 가죽이여서 너무 좋네요
2022.03.23,"완전 이뻐요~~!크기도 적당하고 가볍고 이쁘네요
잘쓰겠습니다."
2022.03.23,생각했던 딱 원하던 제품이여서 너무 마음에 들어요
2022.03.22,칼하트 로고 이뻐요! 가방도 튼튼한것 같아요! 좋아용
2022.03.21,엄청 많이 알아보고 고민하다가 산 백팩인데 데일리하게 들고 다니기 좋은 듯 해요
2022.03.21,너무 이쁘고 편하고 다 맘에 들어용 다른 색상도 구매 해야겠어용
2022.03.19,생각보다 사이즈가 딱 맞아서 좋았어요 넘 이뻐서 잘 매고 이쎠요
2022.03.19,수납공간 많습니다 여러개로 나눠져있고 젛아요
2022.03.17,"대학교 가방
노트북 교양책 등등 잡다한거 다 넣어자님
수납공간 없어보이지만 은근있음
세세하게 나눠서 넣을수있음
제일큰 자크안에도 수납공간 또 있어서
나눠서 넣을수있음"
2022.03.17,수납공간 적당하고 가방 크기도 적당해요 ! 할인 안 하면 좀 부담되요
2022.03.17,수납공간 적당해서 좋아요 약간 크긴한데 그만큼 많이 넣을 수 있어요
2022.03.17,학교에서 매려고 샀는데 크기도 넉넉하고 사이즈도 적당해서 잘 들고 다니는 중이에요
2022.03.16,칼하트 가방은 처음인데 좋아요 예쁘고 가성비 굿
2022.03.16,수납공간도 마음에 들고 매었을 때 무게감도 적어서 정말 좋은 제품인 것 같네요
2022.03.16,"예쁘고 수납공간도 적당히 넓고 좋은것 같아요
괜찮습니다"
2022.03.15,"디자인이나 색감이나 딱 생각했던만큼이에여 평타친다는뜻 ㅎ
단점은 가방무게가 생각보다 있어요"
2022.03.15,그냥 너무 만족해요 사이즈나 수납공간 디자인 다만족합니다
2022.03.13,"요즘 나오는 가방들보단 조금 작은 느낌이 있어요
그래도 무난하니 예뻐요"
2022.03.13,대학교 새내기라서 새로 무난한거로 샀는데 은근히 별로 안겹치고 좋아요
2022.03.12,무난할 것 같아 구매했는데 정말 좋아요~ 수납공간도 많습니다!
2022.03.12,노트북 태블릿 둘 다 넣어다녀도 수납공간 넉넉하고 대학생 백팩으로 완전 추천합니당 ^~^
2022.03.11,크기도 좋고 디자인도 심플하고 그냥 무난한 백팩이 사고 싶으면 딱인거 같아요
2022.03.10,고민하다 샀는데 만족합니다 클래식보다 더 커요 개인적으로 클래식은 좀 작다고 느꼈는데 이건 넉넉해서 좋습니다 15.6인치 노트북도 거뜬해요
2022.03.07,작을 줄 알았는데 딱 맞고 너무 캐주얼하고 예뻐용… 광광
2022.03.07,후기 보고 작을 줄 알았는데 그냥 딱 적당한 크기에 스탠다드 핏으로 대학생 백팩 추천합니다
2022.03.07,가방 지퍼 부분이 금색이 생각보다 많이 연해요 주의요
2022.03.07,진짜 너무 이쁘니까 꼭 사세요. 수납공간 넉넉해요.
2022.03.07,이번에 가방을 새로 장만했는데 수납공간도 넉넉하고 너무 예뻐요
2022.03.06,깔끔하니 매고다니기 좋아요. 학교다닐때 매고다니네요.
2022.03.05,너무 좋아요 수납공간도 많고 디자인도 이쁩니다!
2022.03.05,밑에 부분이 가죽인 것도 맘에 들었어용 대학교까지 #가보자고
2022.03.05,사이즈가 크진 않네요 수납은 편하게 구성되어있어요
2022.03.04,생각보다 공간도 널널하고 색도 너무너무 이쁩니다
2022.03.04,디자인이 심플해서 유행안타고 오래 사용할것같아요
2022.03.03,생각보단 작긴했는데 이뻐요 다른 가방이랑 고민했는데 이거 사길 질한 것 같아요
2022.03.03,"사촌 동생 입학선물로 줬는데 좋아하더라구요
칼하트는 역시 트렌드 안타고 쭉 쓰기 좋은 것 같아요"
2022.03.02,노트북도 넉넉히 들어가고 신발이랑 옷도 다양하게 들고 다닐 수 있어서 좋아요
2022.03.02,생각보다 수납공간 적고 작아요.. 책가방치곤 너무 작네요..
2022.03.02,여자아이가 착용하기 좋네요. 심플한 디자인이 맘에 들어요
2022.03.01,안에 물건 넣으니까 생각보다 각지지는 않더라구요 동생이 마음에 들어했어요!
2022.03.01,가방이 너무 크고 주머니가 너무 많은건 별로 안 좋아하는데 적당한 사이즈이고 주머니도 적당해서 좋고 품질도 좋아요!
2022.02.28,가방 안을 열었을 때가 정말 대박입니다. 수납 공간도 다양해서 단기 여행이나 학교갈 때 정말 좋아요
2022.02.28,사이즈도 적당하고 칼하트 색깔이 유독 빛남 너무 예쁨
2022.02.27,고등학교 새학기 가방으로 샀는데 너무 작지도 않고 크지도 않아서 좋아요 앞주머니 수납공간이 세세하게 분리되어있어서 편해요
2022.02.27,진짜 너무 예뻐요 다른 칼하트 가방 쓰다가 새로 샀는데 수납공간도 많고 예쁘고 가벼워용
2022.02.27,크기도 적당하고 수납공간 주머니 많아서 좋아요
2022.02.27,탄탄한 재질인데다가 노트북 쏘옥 들어가서 학교 다닐 때 자주 멜 듯 (?? ??? ???) 오래오래 애정해주겠으
2022.02.27,"그냥 딱 생각했던데로 잘 왔습니다
공간도 넉넉하고 이뻐서 마음에 드네요"
2022.02.26,보자마자 마음에 들어서 샀는데 너무 이뻐요! 공간분리도 잘 되어있고 디자인 예쁘네요
2022.02.26,막 들고 다닐 가방이 필요했는데 마침 세일하길래 샀어요 가볍고 수납공간 적당하고 좋아요
2022.02.26,교재 노트북 패드 들어가기에는 살짝 부족할 것 같긴한데 디자인이 이뻐서요ㅠㅠ 중간 칸도 있으면 싶은 아쉬움이 있긴 해요
2022.02.24,가방이 좀 작아보여서 걱정했는데 실제로 보니까 넘 작지도 크지도 않고... 딱 적당함
2022.02.24,되게 납작하게 와서 놀라긴했지만 예쁘고 수납공간 좋아요
2022.02.24,딱 막 들고다니기 좋은 가방인 것 같아요 넣을 공간 많아서 좋네요 끈 조절이 좀 힘듦
2022.02.24,너무 예뻐요 칼하트 레거시 스탠다드 워크팩 파이팅
2022.02.24,그냥 기본적인 디자인에 수납공간도 넓고 편해요
2022.02.24,사이즈도 적당하고 디자인도 깔끔해서 좋습니다.
2022.02.24,생각보다 가방이 크네요! 수납 공간도 넉넉하네요
2022.02.23,생각보다 넓진 않지만 그래도 넉넉하게 잘들어가요
